Code,Biome,Latitude,Locality ,Length.mm,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18
APR 001,Amazon,-3.028,APR,2.75,2.358671168,2.123457423,3.064312404,2.009117407,3.959431379,2.149592283,4.031302245,2.22146315,4.057437106,2.312935162,4.047636533,2.391339744,3.946363948,2.473011183,3.769953639,2.57101691,3.498804461,2.669022637,3.070846119,2.744160361,2.381539171,2.414207747,2.737626646,2.397873459,2.731092931,2.319468877,2.946705531,2.35540431,2.936904958,2.263932298,2.927104386,2.175727144,3.178652419,2.143058568,3.306059864,2.424008319
APR 002,Amazon,-3.028,APR,2.86,2.133257995,1.764103089,2.878101522,1.666097362,3.874493082,1.865375674,3.933296518,1.947047114,3.959431379,2.028718553,3.936563376,2.11365685,3.845091364,2.192061432,3.645813052,2.290067159,3.309326722,2.378272313,2.881368379,2.446876322,2.159392856,2.045052841,2.561216337,2.054853413,2.55794948,1.976448832,2.770295222,2.025451695,2.763761507,1.920912253,2.747427219,1.839240814,3.080646691,1.826173383,3.178652419,2.123457423
APR 003,Amazon,-3.028,APR,3.17,2.175727144,1.300209314,3.031643828,1.21200416,4.103173112,1.414549329,4.165243406,1.506021341,4.194645124,1.587692781,4.175043978,1.675897935,4.070504536,1.757569374,3.881026797,1.849041386,3.56740847,1.937246541,3.054511831,2.009117407,2.231263722,1.617094499,2.669022637,1.623628214,2.66575578,1.535423059,2.900969525,1.581159065,2.89443581,1.483153338,2.878101522,1.372080181,3.211320994,1.362279608,3.328927867,1.675897935
APR 004,Amazon,-3.028,APR,3.09,2.306401447,1.525622487,3.1492507,1.427616759,4.191378266,1.620361356,4.243647987,1.692232223,4.286117136,1.793504808,4.25344856,1.881709962,4.126041115,1.953580829,3.943097091,2.041785983,3.619678191,2.133257995,3.13618327,2.208395719,2.309668304,1.816372811,2.744160361,1.822906526,2.734359789,1.737968229,2.995708395,1.780437377,2.985907822,1.688965365,2.979374107,1.604027068,3.312593579,1.590959638,3.479203315,1.89804425
APR 005,Amazon,-3.028,APR,3.05,2.24759801,1.34594532,3.031643828,1.300209314,4.103173112,1.541956775,4.165243406,1.633428787,4.194645124,1.744501944,4.168510263,1.813105953,4.073771394,1.894777392,3.848358221,1.996049977,3.492270746,2.080988274,3.012042682,2.13979171,2.273732871,1.692232223,2.701691213,1.715100226,2.688623783,1.626895071,2.963039819,1.692232223,2.953239246,1.584425923,2.949972389,1.473352765,3.175385561,1.483153338,3.358329585,1.816372811
APR 006,Amazon,-3.028,APR,3.09,2.375005456,1.515821914,3.129649555,1.414549329,4.188111409,1.584425923,4.250181703,1.662830505,4.289383993,1.767369947,4.276316563,1.855575102,4.184844551,1.933979683,3.965965094,2.045052841,3.622945049,2.162659713,3.13618327,2.241064295,2.388072886,1.842507671,2.77356208,1.829440241,2.763761507,1.751035659,3.038177543,1.796771665,3.02837697,1.685698508,3.025110113,1.590959638,3.296259291,1.568091635,3.456335312,1.871909389
APR 007,Amazon,-3.028,APR,3.23,1.947047114,1.316543602,2.763761507,1.189136157,3.858158794,1.401481899,3.900627942,1.470085908,3.933296518,1.577892208,3.900627942,1.672631077,3.7960885,1.751035659,3.600077046,1.865375674,3.292992434,1.956847686,2.767028364,2.038519126,1.943780256,1.633428787,2.365204883,1.633428787,2.345603737,1.535423059,2.642887777,1.594226496,2.633087204,1.486420196,2.626553489,1.381880753,2.976107249,1.365546466,3.139450128,1.705299653
APR 008,Amazon,-3.028,APR,3.02,1.741235086,1.675897935,2.538348334,1.57462535,3.534739894,1.79023795,3.5804759,1.871909389,3.609877618,1.963381401,3.596810188,2.048319698,3.482470173,2.133257995,3.279925003,2.227996865,2.989174679,2.32926945,2.499146043,2.414207747,1.751035659,2.015651123,2.123457423,1.989516262,2.11365685,1.91111168,2.361938025,1.953580829,2.358671168,1.852308244,2.35540431,1.751035659,2.69189064,1.747768802,2.838899231,2.061387129
APR 009,Amazon,-3.028,APR,2.83,1.845774529,1.283875026,2.55794948,1.202203587,3.538006752,1.394948184,3.606610761,1.489687053,3.632745621,1.581159065,3.600077046,1.659563647,3.508605034,1.734701371,3.315860437,1.832707099,2.992441537,1.933979683,2.544882049,1.986249404,1.868642532,1.613827641,2.241064295,1.604027068,2.237797438,1.532156202,2.492612328,1.57462535,2.482811756,1.476619623,2.47627804,1.375347038,2.740893504,1.365546466,2.838899231,1.672631077
APR 011,Amazon,-3.028,APR,3.3015,1.80330538,1.189136157,2.659222065,1.038860708,3.766686782,1.166268154,3.858158794,1.251206451,3.900627942,1.342678463,3.877759939,1.430883617,3.730751348,1.532156202,3.55434104,1.653029932,3.21785471,1.773903662,2.737626646,1.89804425,1.842507671,1.515821914,2.270466013,1.483153338,2.260665441,1.411282472,2.55794948,1.44068419,2.538348334,1.33287789,2.522014046,1.221804732,2.842166089,1.182602441,3.018576398,1.502754484
